market,report_date,usable_from,open_interest,nc_long,nc_short,nc_spread,c_long,c_short,nr_long,nr_short
gold,1991-05-15,1991-05-17,99903,6949,17450,5236,63768,49088,23950,28129
gold,1991-05-31,1991-05-31,91485,8125,17440,3149,54483,44089,25728,26807
gold,1991-06-14,1991-06-14,91953,19823,11956,2258,34066,52219,35806,25520
gold,1991-06-28,1991-06-28,87349,18540,9247,5574,34622,48041,28613,24487
gold,1991-07-15,1991-07-19,95164,19663,9095,6785,36268,54405,32448,24879
gold,1991-07-31,1991-08-02,87490,12649,15454,6959,42988,36950,24894,28127
gold,1991-08-15,1991-08-16,101756,12421,27321,6781,62082,33916,20472,33738
gold,1991-08-30,1991-08-30,107993,7227,31854,7122,73497,33794,20147,35223
gold,1991-09-16,1991-09-20,107449,7736,29869,8244,70495,36166,20974,33170
gold,1991-09-30,1991-10-04,97904,9403,20755,7224,55772,40650,25505,29275
gold,1991-10-15,1991-10-18,92152,11464,9834,9873,44529,48658,26286,23787
gold,1991-10-31,1991-11-01,100311,13595,10032,11172,47307,54327,28237,24780
gold,1991-11-15,1991-11-15,103034,10191,13131,11186,56116,50752,25541,27965
gold,1991-11-29,1991-11-29,115496,32242,4002,12829,34930,75660,35495,23005
gold,1991-12-13,1991-12-13,103659,16792,6313,12304,46254,61304,28309,23738
gold,1991-12-31,1992-01-03,114144,9018,13620,12697,70346,57166,22083,30661
gold,1992-01-15,1992-01-17,104052,11190,15685,8932,60556,48784,23374,30651
gold,1992-01-31,1992-01-31,102940,13351,12438,10418,54833,53562,24338,26522
gold,1992-02-14,1992-02-14,100473,13917,13429,10479,52162,50194,23915,26371
gold,1992-02-28,1992-02-28,102931,12912,19139,10860,55362,47033,23797,25899
gold,1992-03-13,1992-03-13,113645,11724,26279,10541,62242,48439,29138,28386
gold,1992-03-31,1992-04-03,103658,10876,23488,8247,60693,42566,23842,29357
gold,1992-04-15,1992-04-17,109312,4260,29372,8526,72591,42019,23935,29395
gold,1992-04-30,1992-05-01,113724,9025,27004,10019,68658,46656,26022,30045
gold,1992-05-15,1992-05-15,109747,10494,18809,8375,61619,52312,29259,30251
gold,1992-05-29,1992-05-29,102788,6295,22164,7629,61668,45653,27196,27342
gold,1992-06-15,1992-06-19,103229,16252,9864,8989,44841,60652,33147,23724
gold,1992-06-30,1992-07-03,91162,13062,9401,8908,36761,51484,32431,21369
gold,1992-07-15,1992-07-17,111763,29782,5632,10521,31806,74286,39654,21324
gold,1992-07-31,1992-07-31,112384,32345,6932,9586,32110,76128,38343,19738
gold,1992-08-14,1992-08-14,102784,6668,19887,9825,60889,44540,25402,28532
gold,1992-08-31,1992-09-04,99349,6194,19845,8798,60763,44304,23594,26402
gold,1992-09-15,1992-09-18,100717,5167,13592,9023,59957,53290,26570,24812
gold,1992-09-30,1992-10-02,99191,6206,8706,10547,56577,56161,25861,23777
gold,1992-10-06,1992-10-09,101946,6573,8550,11071,55250,59291,29052,23034
gold,1992-10-13,1992-10-16,101717,5552,10250,10321,63340,56536,22504,24610
gold,1992-10-20,1992-10-23,99420,3774,12210,9818,64490,52513,21338,24879
gold,1992-10-27,1992-10-30,108776,3248,18553,7615,74709,51524,23204,31084
gold,1992-11-03,1992-11-06,106734,3350,20778,6754,72969,49814,23661,29388
gold,1992-11-10,1992-11-13,116747,5307,27347,6870,76352,50427,28218,32103
gold,1992-11-17,1992-11-20,112935,4157,25377,7370,72936,47126,28472,33062
gold,1992-11-24,1992-11-27,108774,3396,23825,7217,70339,46797,27822,30935
gold,1992-12-01,1992-12-04,98384,2612,24775,6462,64665,39077,24645,28070
gold,1992-12-08,1992-12-11,96886,3555,22253,5895,59900,40700,27536,28038
gold,1992-12-15,1992-12-18,99913,3231,22110,6536,63847,43574,26299,27693
gold,1992-12-22,1992-12-25,103836,6638,21541,7375,63632,46547,26191,28373
gold,1992-12-29,1993-01-01,107682,5600,24445,7460,70347,47847,24275,27930
gold,1993-01-05,1993-01-08,113329,5051,26772,7355,76298,48961,24625,30241
gold,1993-01-12,1993-01-15,113657,3937,31804,6072,78498,43962,25150,31819
gold,1993-01-19,1993-01-22,115828,3271,31316,6670,79009,45458,26878,32384
gold,1993-01-26,1993-01-29,109548,3778,25046,6262,71146,46785,28362,31455
gold,1993-02-02,1993-02-05,104396,4374,22919,7359,69104,45450,23559,28668
gold,1993-02-09,1993-02-12,113003,4978,23564,6394,77411,51955,24220,31090
gold,1993-02-16,1993-02-19,111624,6559,17211,6920,66797,62861,31348,24632
gold,1993-02-23,1993-02-26,108001,6419,15221,6113,66329,58746,29140,27921
gold,1993-03-02,1993-03-05,109864,5831,19213,6335,71241,58300,26457,26016
gold,1993-03-09,1993-03-12,118364,5010,29273,5694,80433,49849,27227,33548
gold,1993-03-16,1993-03-19,118169,10013,25153,6099,73169,53417,28888,33500
gold,1993-03-23,1993-03-26,112481,16471,14010,5881,52355,64122,37774,28468
gold,1993-03-30,1993-04-02,127614,32032,9314,6634,45502,86772,43446,24894
gold,1993-04-06,1993-04-09,134202,44080,3972,6386,40345,100146,43391,23698
gold,1993-04-13,1993-04-16,134188,44184,3174,5975,41368,102372,42661,22667
gold,1993-04-20,1993-04-23,137431,43522,7029,6281,43678,101029,43950,23092
gold,1993-04-27,1993-04-30,156996,57655,7490,7080,49008,121077,43253,21349
gold,1993-05-04,1993-05-07,164403,65914,9316,8178,41121,121269,49190,25640
gold,1993-05-11,1993-05-14,167088,65778,11210,8110,41612,123213,51588,24555
gold,1993-05-18,1993-05-21,178417,73031,5758,8395,38596,137038,58395,27226
gold,1993-05-25,1993-05-28,174530,61808,8643,8670,41338,128913,62714,28304
gold,1993-06-01,1993-06-04,175145,61163,10146,10300,46439,126824,57243,27875
gold,1993-06-08,1993-06-11,171089,56205,9226,9743,49340,123911,55801,28209
gold,1993-06-15,1993-06-18,164461,49164,10595,9872,56725,114096,48700,29898
gold,1993-06-22,1993-06-25,167368,54439,11130,10460,53056,114832,49413,30946
gold,1993-06-29,1993-07-02,174697,60965,12036,10791,47144,123614,55797,28256
gold,1993-07-06,1993-07-09,199471,73775,17138,12745,48718,138294,64233,31294
gold,1993-07-13,1993-07-16,204057,76537,13336,13834,49761,143151,63925,33736
gold,1993-07-20,1993-07-23,204642,74337,9855,14117,51185,146683,65003,33987
gold,1993-07-27,1993-07-30,197704,69330,10481,12979,49019,140657,66376,33587
gold,1993-08-03,1993-08-06,206869,82076,12479,12848,37142,150213,74803,31329
gold,1993-08-10,1993-08-13,176847,55725,13359,13538,51696,116081,55888,33869
gold,1993-08-17,1993-08-20,172814,41868,12872,14559,60168,112831,56219,32552
gold,1993-08-24,1993-08-27,172556,44404,11738,14290,62404,118570,51458,27958
gold,1993-08-31,1993-09-03,175913,48894,12805,13770,63290,119754,49959,29584
gold,1993-09-07,1993-09-10,179032,45493,18741,13229,78805,114683,41505,32379
gold,1993-09-14,1993-09-17,171512,38360,17840,10438,80158,107192,42556,36042
gold,1993-09-21,1993-09-24,159931,32735,16165,10375,75554,103273,41267,30118
gold,1993-09-28,1993-10-01,154198,31272,15137,9882,72225,100288,40819,28891
gold,1993-10-05,1993-10-08,151216,29815,16588,9378,73281,95448,38742,29802
gold,1993-10-12,1993-10-15,151204,36607,10716,8764,60068,103903,45765,27821
gold,1993-10-19,1993-10-22,149633,37249,9111,8594,57287,106630,46503,25298
gold,1993-10-26,1993-10-29,154785,41405,10361,9626,56961,108815,46793,25983
gold,1993-11-02,1993-11-05,146843,37080,11946,9599,56427,97575,43737,27723
gold,1993-11-09,1993-11-12,154670,44920,13504,8338,48124,104921,53288,27907
gold,1993-11-16,1993-11-19,151618,41735,6983,8016,45116,109067,56751,27552
gold,1993-11-23,1993-11-26,154281,42924,7011,11238,45351,108417,54768,27615
gold,1993-11-30,1993-12-03,147175,35713,11162,12475,54605,97414,44382,26124
gold,1993-12-07,1993-12-10,142524,40747,8594,11936,41318,98989,48523,23005
gold,1993-12-14,1993-12-17,156428,52864,7980,12159,37153,110796,54252,25493
gold,1993-12-21,1993-12-24,159335,53916,8322,12158,38474,112882,54787,25973
gold,1993-12-28,1993-12-31,159847,54009,8224,12248,40212,113683,53378,25692
gold,1994-01-04,1994-01-07,170497,59294,9532,20268,31550,115035,59385,25662
gold,1994-01-11,1994-01-14,157271,50144,8811,16975,36364,99590,53788,31895
gold,1994-01-18,1994-01-21,159083,51621,6893,15900,32632,109092,58930,27198
gold,1994-01-25,1994-01-28,147945,38287,9784,9176,45607,97420,54875,31565
gold,1994-02-01,1994-02-04,134302,35258,14480,7312,42783,82628,48949,29882
gold,1994-02-08,1994-02-11,136106,34704,14233,7568,49322,86181,44512,28124
gold,1994-02-15,1994-02-18,140211,34398,13788,7273,52011,89918,46529,29232
gold,1994-02-22,1994-02-25,139965,30012,17832,7417,55220,85071,47316,29645
gold,1994-03-01,1994-03-04,148260,33205,25729,6460,59637,81717,48958,34354
gold,1994-03-08,1994-03-11,146116,28210,27146,5481,65989,79981,46436,33508
gold,1994-03-15,1994-03-18,142387,35954,15216,6853,49538,91010,50042,29308
gold,1994-03-22,1994-03-25,147001,37614,15374,7723,47872,96175,53792,27729
gold,1994-03-29,1994-04-01,147441,39949,16234,7580,44989,98182,54923,25445
gold,1994-04-05,1994-04-08,138683,35281,17876,8547,42664,89039,52191,23221
gold,1994-04-12,1994-04-15,140190,30231,27193,8618,53837,76023,47504,28356
gold,1994-04-19,1994-04-22,150065,25666,42487,9186,68830,64190,46383,34202
gold,1994-04-26,1994-04-29,149682,21360,48075,9300,74124,61806,44898,30501
gold,1994-05-03,1994-05-06,150507,23855,49230,6988,74892,61492,44772,32797
gold,1994-05-10,1994-05-13,142039,25958,34299,6075,63828,71306,46178,30359
gold,1994-05-17,1994-05-20,144784,30099,32281,7749,58995,75802,47941,28952
gold,1994-05-24,1994-05-27,154408,37509,29218,7872,60829,89041,48198,28277
gold,1994-05-31,1994-06-03,148143,45219,23705,6783,53859,92327,42282,25328
gold,1994-06-07,1994-06-10,136615,31353,25920,7108,58939,79078,39215,24509
gold,1994-06-14,1994-06-17,138822,33843,23618,7278,55774,81599,41927,26327
gold,1994-06-21,1994-06-24,161383,55391,21845,7373,45752,107129,52867,25036
gold,1994-06-28,1994-07-01,148851,39328,23394,9670,51710,89550,48143,26237
gold,1994-07-05,1994-07-08,146005,36631,23603,8720,51644,87620,49010,26062
gold,1994-07-12,1994-07-15,145019,32962,23307,8727,56076,87407,47254,25578
gold,1994-07-19,1994-07-22,153041,33006,22995,8738,68665,94952,42632,26356
gold,1994-07-26,1994-07-29,149109,34041,22650,7980,62897,92908,44191,25571
gold,1994-08-02,1994-08-05,145660,33034,37935,7563,65127,66527,39936,33635
gold,1994-08-09,1994-08-12,155058,32524,46074,9466,73031,65591,40037,33927
gold,1994-08-16,1994-08-19,160298,27649,45377,10458,79665,64758,42526,39705
gold,1994-08-23,1994-08-26,156684,30405,38306,9751,75417,73616,41111,35011
gold,1994-08-30,1994-09-02,156676,38628,23584,8304,65755,95446,43989,29342
gold,1994-09-06,1994-09-09,157364,40107,21267,9023,62716,99828,45518,27246
gold,1994-09-13,1994-09-16,159123,42907,11099,8863,57174,109582,50179,29579
gold,1994-09-20,1994-09-23,174646,58124,11079,8166,53595,129859,54761,25542
gold,1994-09-27,1994-09-30,184697,66886,8688,9938,53032,137926,54841,28145
gold,1994-10-04,1994-10-07,188054,66676,9236,9647,56367,141031,55364,28140
gold,1994-10-11,1994-10-14,164252,38255,10971,12277,64796,111155,48924,29849
gold,1994-10-18,1994-10-21,156161,32979,15993,12512,63875,99679,46795,27977
gold,1994-10-25,1994-10-28,157554,35388,13717,11031,64591,104776,46544,28030
gold,1994-11-01,1994-11-04,163943,30039,37703,11225,79368,81999,43311,33016
gold,1994-11-08,1994-11-11,166608,30702,41118,10542,79173,80941,46191,34007
gold,1994-11-15,1994-11-18,166090,26522,41122,12291,80445,77390,46832,35287
gold,1994-11-22,1994-11-25,170691,23152,37251,17037,82960,75907,47542,40496
gold,1994-11-29,1994-12-02,172690,19279,39679,16944,94165,78915,42302,37152
gold,1994-12-06,1994-12-09,180619,14632,59710,17657,112946,64192,35384,39060
gold,1994-12-13,1994-12-16,179346,14093,60972,17518,109896,61920,37839,38936
gold,1994-12-20,1994-12-23,175686,14095,54202,18599,104448,66311,38544,36574
gold,1994-12-27,1994-12-30,179759,13482,53710,18282,110098,71461,37897,36306
gold,1995-01-03,1995-01-06,178399,13004,47070,19506,107348,75580,38541,36243
gold,1995-01-10,1995-01-13,196271,14517,64096,15927,130319,73773,35508,42475
gold,1995-01-17,1995-01-20,188429,15750,53584,15436,121211,80263,36032,39146
gold,1995-01-24,1995-01-27,175858,16319,38233,15456,109250,84863,34833,37306
gold,1995-01-31,1995-02-03,171777,14708,45288,15587,110145,76920,31337,33982
gold,1995-02-07,1995-02-10,172009,15943,47046,15148,107861,71652,33057,38163
gold,1995-02-14,1995-02-17,171401,15637,44891,14972,108789,75137,32003,36401
gold,1995-02-21,1995-02-24,169377,15597,39363,15542,101870,80903,36368,33569
gold,1995-02-28,1995-03-03,174285,14603,43836,15104,110501,81075,34077,34270
gold,1995-03-07,1995-03-10,168151,15813,25347,17058,92777,94106,42503,31640
gold,1995-03-14,1995-03-17,167938,19918,12967,16618,88890,107100,42512,31253
gold,1995-03-21,1995-03-24,168138,15352,11719,17240,93215,107852,42331,31327
gold,1995-03-28,1995-03-31,162245,12659,11818,17428,89743,105159,42415,27840
gold,1995-04-04,1995-04-07,187495,39871,6180,15306,83346,138602,48972,27407
gold,1995-04-11,1995-04-14,191233,43265,6820,14895,83303,144141,49770,25377
gold,1995-04-18,1995-04-21,198168,44945,6259,14921,85055,151666,53247,25322
gold,1995-04-25,1995-04-28,196084,42702,6829,15745,86275,148863,51362,24647
gold,1995-05-02,1995-05-05,177178,25653,6962,15517,91720,128869,44288,25830
gold,1995-05-09,1995-05-12,170206,12615,13750,15103,103960,111444,38528,29909
gold,1995-05-16,1995-05-19,173860,13179,19220,14993,108613,107049,37075,32598
gold,1995-05-23,1995-05-26,181812,11361,21878,15522,117613,110597,37316,33815
gold,1995-05-30,1995-06-02,159456,11716,17770,11700,99640,98694,36400,31292
gold,1995-06-06,1995-06-09,170887,13907,18187,9288,109786,110995,37906,32417
gold,1995-06-13,1995-06-16,164848,17242,12814,7377,102130,115450,38099,29207
gold,1995-06-20,1995-06-23,183209,33046,6879,6166,103006,141191,40991,28973
gold,1995-06-27,1995-06-30,177052,29025,7584,5428,104276,136051,38323,27989
gold,1995-07-03,1995-07-07,175928,18389,21962,5374,120041,117925,32124,30667
gold,1995-07-11,1995-07-14,184850,14673,26780,5330,129634,118300,35213,34440
gold,1995-07-18,1995-07-21,171900,20360,12480,5591,107914,121954,38035,31875
gold,1995-07-25,1995-07-28,168448,16627,14624,5554,108254,112565,38013,35705
gold,1995-08-01,1995-08-04,170099,13084,40233,5579,117679,87760,33757,36527
gold,1995-08-08,1995-08-11,177811,15272,46262,8190,117389,86027,36960,37332
gold,1995-08-15,1995-08-18,173296,14838,32053,5889,114219,101377,38350,33977
gold,1995-08-22,1995-08-25,175852,12195,45313,5993,121716,90693,35948,33853
gold,1995-08-29,1995-09-01,177422,11333,47660,6183,122962,88188,36944,35391
gold,1995-09-05,1995-09-08,183988,12639,53989,6342,126514,83849,38493,39808
gold,1995-09-12,1995-09-15,186741,15444,44478,7415,122310,96028,41572,38820
gold,1995-09-19,1995-09-22,188070,16915,38672,7032,121328,105347,42795,37019
gold,1995-09-26,1995-09-29,184643,14513,41360,6537,124246,101213,39347,35533
gold,1995-10-03,1995-10-06,180193,13167,44756,5998,123498,92411,37530,37028
gold,1995-10-10,1995-10-13,180595,15392,40580,5824,119805,99354,39574,34837
gold,1995-10-17,1995-10-20,181415,13493,41915,6677,123875,99061,37370,33762
gold,1995-10-24,1995-10-27,191143,13266,54685,6714,134142,93322,37021,36422
gold,1995-10-31,1995-11-03,192942,14314,52940,7216,134532,96123,36880,36663
gold,1995-11-07,1995-11-10,187463,15493,41697,9729,120337,100476,41904,35561
gold,1995-11-14,1995-11-17,172130,23423,15186,8095,96779,118017,43833,30832
gold,1995-11-21,1995-11-24,155570,17247,14347,8705,88430,102092,41188,30426
gold,1995-11-28,1995-12-01,150937,14863,17285,10275,84850,89721,40949,33656
gold,1995-12-05,1995-12-08,139049,15236,15528,10849,76282,86287,36682,26385
gold,1995-12-12,1995-12-15,144601,24462,13377,10230,69524,95566,40385,25428
gold,1995-12-19,1995-12-22,142709,16148,13121,11125,76641,93422,38795,25041
gold,1995-12-26,1995-12-29,141213,15493,13233,11278,75655,92325,38787,24377
gold,1996-01-02,1996-01-05,148656,22223,11829,11590,73546,99829,41297,25408
gold,1996-01-09,1996-01-12,196205,56064,6413,12346,75052,147039,52743,30407
gold,1996-01-16,1996-01-19,213033,64825,6689,12995,79728,165217,55485,28132
gold,1996-01-23,1996-01-26,226823,72631,3289,13299,78002,176451,62891,33784
gold,1996-01-30,1996-02-02,223800,73978,6284,14140,77403,171610,58279,31766
gold,1996-02-06,1996-02-09,235728,72958,9113,14133,89164,183472,59473,29010
gold,1996-02-13,1996-02-16,224779,55477,6884,11783,95235,174281,62284,31831
gold,1996-02-20,1996-02-23,221187,49123,8013,10713,100192,171978,61159,30483
gold,1996-02-27,1996-03-01,220205,44106,5830,11621,102754,175501,61724,27253
gold,1996-03-05,1996-03-08,206708,32146,9856,13511,100702,152643,60349,30698
gold,1996-03-12,1996-03-15,208236,34232,9423,10725,98394,156826,64885,31262
gold,1996-03-19,1996-03-22,197708,29171,12107,9063,97546,147751,61928,28787
gold,1996-03-26,1996-03-29,201147,39469,7768,9681,84317,154441,67680,29257
gold,1996-04-02,1996-04-05,189385,36397,11592,9740,88576,140144,54672,27909
gold,1996-04-09,1996-04-12,202031,42220,12257,9574,92202,149859,58035,30341
gold,1996-04-16,1996-04-19,201839,24271,17681,10174,109777,138722,57617,35262
gold,1996-04-23,1996-04-26,203351,24144,23597,10075,114426,137205,54706,32474
gold,1996-04-30,1996-05-03,206658,24448,25486,11107,115145,138926,55958,31139
gold,1996-05-07,1996-05-10,201442,25875,21051,10282,104407,137787,60878,32322
gold,1996-05-14,1996-05-17,205744,23187,28223,8977,112867,135835,60713,32709
gold,1996-05-21,1996-05-24,205874,23277,34180,9792,115820,127772,56985,34130
gold,1996-05-28,1996-05-31,202685,23843,31809,11064,109750,126013,58028,33799
gold,1996-06-04,1996-06-07,183865,25230,37997,10547,97804,103709,50284,31612
gold,1996-06-11,1996-06-14,189544,16825,53384,10725,114523,92795,47471,32640
gold,1996-06-18,1996-06-21,192486,18772,50728,11717,117940,98312,44057,31729
gold,1996-06-25,1996-06-28,194460,18980,49010,10613,118840,99091,46027,35746
gold,1996-07-02,1996-07-05,196152,13499,52310,11027,126988,95449,44638,37366
gold,1996-07-09,1996-07-12,197471,13856,49630,11414,126504,99214,45697,37213
gold,1996-07-16,1996-07-19,187816,10183,42189,12896,117518,97101,47219,35630
gold,1996-07-23,1996-07-26,176128,10760,38907,12730,106893,89040,45745,35451
gold,1996-07-30,1996-08-02,169384,11780,35384,11502,105049,91351,41053,31147
gold,1996-08-06,1996-08-09,158371,14155,17964,10825,89608,101842,43783,27740
gold,1996-08-13,1996-08-16,160705,13969,17399,11776,90375,104334,44585,27196
gold,1996-08-20,1996-08-23,157653,12948,19352,12479,90037,99636,42189,26186
gold,1996-08-27,1996-08-30,160819,14313,16841,12458,90764,105725,43284,25795
gold,1996-09-03,1996-09-06,162775,10839,27442,13787,95941,93677,42208,27869
gold,1996-09-10,1996-09-13,186183,10988,58020,12871,120065,83328,42259,31964
gold,1996-09-17,1996-09-20,191988,11628,63874,12076,126902,82889,41382,33149
gold,1996-09-24,1996-09-27,189340,9958,65772,11440,128476,78937,39466,33191
gold,1996-10-01,1996-10-04,197398,10856,69120,11065,139012,82577,36465,34636
gold,1996-10-08,1996-10-11,193843,12001,66246,10964,133689,82330,37189,34303
gold,1996-10-15,1996-10-18,196753,14657,65430,9996,132953,88501,39147,32826
gold,1996-10-22,1996-10-25,187813,12240,48255,10244,122605,95927,42724,33387
gold,1996-10-29,1996-11-01,187475,10169,54543,10753,125555,88769,40998,33410
gold,1996-11-05,1996-11-08,193964,10481,64187,11194,134149,83834,38140,34749
gold,1996-11-12,1996-11-15,189454,13614,53794,11580,124540,90543,39720,33537
gold,1996-11-19,1996-11-22,175954,10143,50202,11944,113842,81820,40025,31988
gold,1996-11-26,1996-11-29,191221,10662,65255,12355,133250,81260,34954,32351
gold,1996-12-03,1996-12-06,188166,11865,65840,11789,129083,78002,35429,32535
gold,1996-12-10,1996-12-13,185516,13689,51181,12413,124975,89990,34439,31932
gold,1996-12-17,1996-12-20,185415,12219,49246,11174,126060,91688,35962,33307
gold,1996-12-24,1996-12-27,186187,11874,49415,11925,129300,92681,33088,32166
gold,1996-12-31,1997-01-03,189805,11848,53773,12388,132509,89076,33060,34568
gold,1997-01-07,1997-01-10,201412,11368,59524,13493,142810,92461,33741,35934
gold,1997-01-14,1997-01-17,204117,7643,60612,13077,148436,91838,34961,38590
gold,1997-01-21,1997-01-24,205471,7815,58085,13451,146541,92667,37664,41268
gold,1997-01-28,1997-01-31,189160,10226,49182,13256,131672,89781,34006,36941
gold,1997-02-04,1997-02-07,191347,7438,55221,13834,135757,89711,34318,32581
gold,1997-02-11,1997-02-14,195275,8403,55053,12010,139125,94371,35737,33841
gold,1997-02-18,1997-02-21,194794,14150,48011,12969,131009,99942,36666,33872
gold,1997-02-25,1997-02-28,184459,14009,35250,13671,121543,103504,35236,32034
gold,1997-03-04,1997-03-07,174030,21214,18641,13700,100996,112632,38120,29057
gold,1997-03-11,1997-03-14,170832,15219,16432,14227,99498,110335,41888,29838
gold,1997-03-18,1997-03-21,172691,12800,23671,13631,101843,99951,44417,35438
gold,1997-03-25,1997-03-28,163639,16865,23580,12660,96276,97554,37838,29845
gold,1997-04-01,1997-04-04,152107,10496,19958,11560,95210,92335,34841,28254
gold,1997-04-08,1997-04-11,148359,10019,18882,12046,91818,89007,34476,28424
gold,1997-04-15,1997-04-18,159410,8895,37248,12228,101797,74791,36490,35143
gold,1997-04-22,1997-04-25,162911,9131,46631,11809,104100,70038,37871,34433
gold,1997-04-29,1997-05-02,163585,8071,48003,12234,105901,69213,37379,34135
gold,1997-05-06,1997-05-09,168134,8661,48910,12728,107085,70016,39660,36480
gold,1997-05-13,1997-05-16,162528,14204,31887,11941,93680,81341,42703,37359
gold,1997-05-20,1997-05-23,159466,10213,40450,12352,97955,72917,38946,33747
gold,1997-05-27,1997-05-30,158811,10253,39801,12288,97036,72994,39234,33728
gold,1997-06-03,1997-06-06,150801,8479,39277,12889,96893,68789,32540,29846
gold,1997-06-10,1997-06-13,160675,7903,44095,12983,104606,71374,35183,32223
gold,1997-06-17,1997-06-20,164407,8277,45856,12707,109496,73328,33927,32516
gold,1997-06-24,1997-06-27,185491,9490,64083,13310,125591,70159,37100,37939
gold,1997-07-01,1997-07-04,196108,5230,72241,14239,139801,69136,36838,40492
gold,1997-07-08,1997-07-11,217966,6339,78779,19518,157324,78253,34785,41416
gold,1997-07-15,1997-07-18,217370,7397,81985,17717,156780,74629,35476,43039
gold,1997-07-22,1997-07-25,204631,10794,72280,20306,140751,72776,32780,39269
gold,1997-07-29,1997-08-01,194719,11544,68170,13463,133032,72713,36680,40373
gold,1997-08-05,1997-08-08,197799,6513,77419,12110,147444,70830,31732,37440
gold,1997-08-12,1997-08-15,196685,14018,63722,13153,129979,79231,39535,40579
gold,1997-08-19,1997-08-22,201656,7183,63592,13664,140302,84641,40507,39759
gold,1997-08-26,1997-08-29,196870,7589,59131,13491,133381,85437,42409,38811
gold,1997-09-02,1997-09-05,195898,6674,66468,13110,138746,82096,37368,34224
gold,1997-09-09,1997-09-12,202432,6595,66009,12856,144584,85178,38397,38389
gold,1997-09-16,1997-09-19,205520,4357,66787,11896,148037,84679,41230,42158
gold,1997-09-23,1997-09-26,201439,4678,67575,11728,146080,83998,38953,38138
gold,1997-09-30,1997-10-03,182284,22302,42134,12732,100304,101704,46946,25714
gold,1997-10-07,1997-10-10,182549,41536,38086,12543,79426,106616,49044,25304
gold,1997-10-14,1997-10-17,176930,30291,38030,11998,85885,95722,48756,31180
gold,1997-10-21,1997-10-24,175223,13909,43706,12623,102442,87675,46249,31219
gold,1997-10-28,1997-10-31,217825,7117,71623,15011,147762,89397,47935,41794
gold,1997-11-04,1997-11-07,217937,8017,71591,16039,151730,91958,42151,38349
gold,1997-11-11,1997-11-14,214765,8834,68744,16429,147357,90349,42145,39243
gold,1997-11-18,1997-11-21,214353,13705,64354,14987,140488,92443,45173,42569
gold,1997-11-25,1997-11-28,192531,9687,69449,15961,133374,73859,33509,33262
gold,1997-12-02,1997-12-05,194540,10682,71170,15420,133401,71488,35037,36462
gold,1997-12-09,1997-12-12,197049,10623,73243,15614,132395,71638,38417,36554
gold,1997-12-16,1997-12-19,187364,9866,68635,16162,123302,64942,38034,37625
gold,1997-12-23,1997-12-26,183073,10200,61984,16929,109997,64425,45947,39735
gold,1997-12-30,1998-01-02,177704,9580,60624,16667,109536,65092,41921,35321
gold,1998-01-06,1998-01-09,189409,9714,68298,19237,121497,65006,38961,36868
gold,1998-01-13,1998-01-16,191691,9852,68380,16016,123854,68498,41969,38797
gold,1998-01-20,1998-01-23,181245,10105,61779,16726,111193,65943,43221,36797
gold,1998-01-27,1998-01-30,162174,12390,36522,16221,92532,77266,41031,32165
gold,1998-02-03,1998-02-06,164191,14549,38547,15078,95566,80855,38998,29711
gold,1998-02-10,1998-02-13,169296,15393,36662,16368,96853,87563,40682,28703
gold,1998-02-17,1998-02-20,172572,14602,38649,16651,101077,85270,40242,32002
gold,1998-02-24,1998-02-27,178732,13023,46469,17835,112478,81205,35396,33223
gold,1998-03-03,1998-03-06,181113,15161,43053,17991,108038,87020,39923,33049
gold,1998-03-10,1998-03-13,184128,13496,48149,18393,113872,83364,38367,34222
gold,1998-03-17,1998-03-20,200258,7047,58345,18815,135033,83753,39363,39345
gold,1998-03-24,1998-03-27,172915,6820,48971,16625,109127,72431,40343,34888
gold,1998-03-31,1998-04-03,161065,14151,35778,16721,90868,79111,39325,29455
gold,1998-04-07,1998-04-10,180125,35912,30665,17882,80360,104876,45971,26702
gold,1998-04-14,1998-04-17,182619,39334,31138,17225,79027,107599,47033,26657
gold,1998-04-21,1998-04-24,184930,41712,29121,16954,76768,112982,49496,25873
gold,1998-04-28,1998-05-01,183719,41569,23684,16503,77633,114737,48014,28795
gold,1998-05-05,1998-05-08,173676,33098,27867,15266,81123,98834,44189,31709
gold,1998-05-12,1998-05-15,156329,12860,31575,16058,87130,76681,40281,32015
gold,1998-05-19,1998-05-22,154467,12490,29737,14879,86888,78181,40210,31670
gold,1998-05-26,1998-05-29,149778,11717,33923,14462,85218,69898,38381,31495
gold,1998-06-02,1998-06-05,171275,7556,60612,15217,115290,58744,33212,36702
gold,1998-06-09,1998-06-12,171755,7000,58174,16308,114066,61281,34381,35992
gold,1998-06-16,1998-06-19,182514,5082,65909,17186,127101,63397,33145,36022
gold,1998-06-23,1998-06-26,167070,5441,42956,16326,111188,73389,34115,34399
gold,1998-06-30,1998-07-03,164716,5022,40939,15542,111528,77599,32624,30636
gold,1998-07-07,1998-07-10,167652,8467,42482,16866,110070,78169,32249,30135
gold,1998-07-14,1998-07-17,171176,6518,44177,18329,111476,76352,34853,32318
gold,1998-07-21,1998-07-24,170503,6425,40077,17941,111414,81205,34723,31280
gold,1998-07-28,1998-07-31,164221,7801,47568,16376,107815,67478,32229,32799
gold,1998-08-04,1998-08-07,179832,8618,67413,15518,124980,62611,30716,34290
gold,1998-08-11,1998-08-14,185167,9059,68769,16459,129913,65851,29736,34088
